Date,PX_BID,PX_LAST
1/25/2017,0.464,0.464
1/24/2017,0.408,0.408
1/23/2017,0.363,0.363
1/20/2017,0.421,0.421
1/19/2017,0.379,0.379
1/18/2017,0.355,0.355
1/17/2017,0.321,0.321
1/16/2017,0.323,0.323
1/13/2017,0.338,0.338
1/12/2017,0.316,0.316
1/11/2017,0.328,0.328
1/10/2017,0.285,0.285
1/9/2017,0.278,0.278
1/6/2017,0.298,0.298
1/5/2017,0.243,0.243
1/4/2017,0.276,0.276
1/3/2017,0.264,0.264
1/2/2017,0.189,0.189
12/30/2016,0.208,0.208
12/29/2016,0.175,0.175
12/28/2016,0.195,0.195
12/27/2016,0.207,0.207
12/26/2016,0.221,0.221
12/23/2016,0.221,0.221
12/22/2016,0.26,0.26
12/21/2016,0.247,0.247
12/20/2016,0.269,0.269
12/19/2016,0.247,0.247
12/16/2016,0.314,0.314
12/15/2016,0.365,0.365
12/14/2016,0.301,0.301
12/13/2016,0.36,0.36
12/12/2016,0.399,0.399
12/9/2016,0.365,0.365
12/8/2016,0.382,0.382
12/7/2016,0.347,0.347
12/6/2016,0.373,0.373
12/5/2016,0.333,0.333
12/2/2016,0.281,0.281
12/1/2016,0.369,0.369
11/30/2016,0.275,0.275
11/29/2016,0.221,0.221
11/28/2016,0.205,0.205
11/25/2016,0.24,0.24
11/24/2016,0.259,0.259
11/23/2016,0.262,0.262
11/22/2016,0.221,0.221
11/21/2016,0.274,0.274
11/18/2016,0.272,0.272
11/17/2016,0.279,0.279
11/16/2016,0.297,0.297
11/15/2016,0.308,0.308
11/14/2016,0.319,0.319
11/11/2016,0.308,0.308
11/10/2016,0.274,0.274
11/9/2016,0.203,0.203
11/8/2016,0.188,0.188
11/7/2016,0.154,0.154
11/4/2016,0.135,0.135
11/3/2016,0.158,0.158
11/2/2016,0.131,0.131
11/1/2016,0.179,0.179
10/31/2016,0.163,0.163
10/28/2016,0.167,0.167
10/27/2016,0.17,0.17
10/26/2016,0.085,0.085
10/25/2016,0.03,0.03
10/24/2016,0.023,0.023
10/21/2016,0.006,0.006
10/20/2016,0.003,0.003
10/19/2016,0.03,0.03
10/18/2016,0.035,0.035
10/17/2016,0.055,0.055
10/14/2016,0.058,0.058
10/13/2016,0.038,0.038
10/12/2016,0.067,0.067
10/11/2016,0.025,0.025
10/10/2016,0.056,0.056
10/7/2016,0.02,0.02
10/6/2016,-0.018,-0.018
10/5/2016,-0.005,-0.005
10/4/2016,-0.054,-0.054
10/3/2016,-0.093,-0.093
9/30/2016,-0.119,-0.119
9/29/2016,-0.117,-0.117
9/28/2016,-0.145,-0.145
9/27/2016,-0.139,-0.139
9/26/2016,-0.116,-0.116
9/23/2016,-0.082,-0.082
9/22/2016,-0.096,-0.096
9/21/2016,0.002,0.002
9/20/2016,-0.018,-0.018
9/19/2016,0.016,0.016
9/16/2016,0.007,0.007
9/15/2016,0.032,0.032
9/14/2016,0.021,0.021
9/13/2016,0.071,0.071
9/12/2016,0.038,0.038
9/9/2016,0.011,0.011
9/8/2016,-0.062,-0.062
9/7/2016,-0.117,-0.117
9/6/2016,-0.111,-0.111
9/5/2016,-0.048,-0.048
9/2/2016,-0.043,-0.043
9/1/2016,-0.066,-0.066
8/31/2016,-0.065,-0.065
8/30/2016,-0.091,-0.091
8/29/2016,-0.083,-0.083
8/26/2016,-0.072,-0.072
8/25/2016,-0.07,-0.07
8/24/2016,-0.089,-0.089
8/23/2016,-0.095,-0.095
8/22/2016,-0.09,-0.09
8/19/2016,-0.032,-0.032
8/18/2016,-0.082,-0.082
8/17/2016,-0.05,-0.05
8/16/2016,-0.03,-0.03
8/15/2016,-0.074,-0.074
8/12/2016,-0.108,-0.108
8/11/2016,-0.093,-0.093
8/10/2016,-0.109,-0.109
8/9/2016,-0.076,-0.076
8/8/2016,-0.065,-0.065
8/5/2016,-0.067,-0.067
8/4/2016,-0.095,-0.095
8/3/2016,-0.038,-0.038
8/2/2016,-0.036,-0.036
8/1/2016,-0.098,-0.098
7/29/2016,-0.119,-0.119
7/28/2016,-0.09,-0.09
7/27/2016,-0.079,-0.079
7/26/2016,-0.027,-0.027
7/25/2016,-0.041,-0.041
7/22/2016,-0.03,-0.03
7/21/2016,-0.017,-0.017
7/20/2016,-0.011,-0.011
7/19/2016,-0.03,-0.03
7/18/2016,-0.016,-0.016
7/15/2016,0.006,0.006
7/14/2016,-0.04,-0.04
7/13/2016,-0.062,-0.062
7/12/2016,-0.091,-0.091
7/11/2016,-0.168,-0.168
7/8/2016,-0.189,-0.189
7/7/2016,-0.17,-0.17
7/6/2016,-0.176,-0.176
7/5/2016,-0.185,-0.185
7/4/2016,-0.141,-0.141
7/1/2016,-0.126,-0.126
6/30/2016,-0.13,-0.13
6/29/2016,-0.126,-0.126
6/28/2016,-0.112,-0.112
6/27/2016,-0.116,-0.116
6/24/2016,-0.047,-0.047
6/23/2016,0.093,0.093
6/22/2016,0.061,0.061
6/21/2016,0.05,0.05
6/20/2016,0.051,0.051
6/17/2016,0.019,0.019
6/16/2016,-0.024,-0.024
6/15/2016,-0.01,-0.01
6/14/2016,-0.004,-0.004
6/13/2016,0.024,0.024
6/10/2016,0.02,0.02
6/9/2016,0.033,0.033
6/8/2016,0.055,0.055
6/7/2016,0.05,0.05
6/6/2016,0.086,0.086
6/3/2016,0.068,0.068
6/2/2016,0.114,0.114
6/1/2016,0.136,0.136
5/31/2016,0.139,0.139
5/30/2016,0.167,0.167
5/27/2016,0.138,0.138
5/26/2016,0.146,0.146
5/25/2016,0.152,0.152
5/24/2016,0.177,0.177
5/23/2016,0.176,0.176
5/20/2016,0.165,0.165
5/19/2016,0.17,0.17
5/18/2016,0.168,0.168
5/17/2016,0.132,0.132
5/16/2016,0.143,0.143
5/13/2016,0.124,0.124
5/12/2016,0.154,0.154
5/11/2016,0.126,0.126
5/10/2016,0.124,0.124
5/9/2016,0.126,0.126
5/6/2016,0.144,0.144
5/5/2016,0.161,0.161
5/4/2016,0.204,0.204
5/3/2016,0.2,0.2
5/2/2016,0.267,0.267
4/29/2016,0.271,0.271
4/28/2016,0.257,0.257
4/27/2016,0.286,0.286
4/26/2016,0.299,0.299
4/25/2016,0.264,0.264
4/22/2016,0.231,0.231
4/21/2016,0.239,0.239
4/20/2016,0.153,0.153
4/19/2016,0.169,0.169
4/18/2016,0.161,0.161
4/15/2016,0.127,0.127
4/14/2016,0.167,0.167
4/13/2016,0.128,0.128
4/12/2016,0.165,0.165
4/11/2016,0.111,0.111
4/8/2016,0.095,0.095
4/7/2016,0.089,0.089
4/6/2016,0.119,0.119
4/5/2016,0.098,0.098
4/4/2016,0.131,0.131
4/1/2016,0.134,0.134
3/31/2016,0.153,0.153
3/30/2016,0.156,0.156
3/29/2016,0.137,0.137
3/28/2016,0.18,0.18
3/25/2016,0.18,0.18
3/24/2016,0.18,0.18
3/23/2016,0.194,0.194
3/22/2016,0.211,0.211
3/21/2016,0.23,0.23
3/18/2016,0.212,0.212
3/17/2016,0.23,0.23
3/16/2016,0.311,0.311
3/15/2016,0.316,0.316
3/14/2016,0.279,0.279
3/11/2016,0.271,0.271
3/10/2016,0.306,0.306
3/9/2016,0.24,0.24
3/8/2016,0.182,0.182
3/7/2016,0.224,0.224
3/4/2016,0.238,0.238
3/3/2016,0.169,0.169
3/2/2016,0.206,0.206
3/1/2016,0.146,0.146
2/29/2016,0.107,0.107
2/26/2016,0.147,0.147
2/25/2016,0.138,0.138
2/24/2016,0.154,0.154
2/23/2016,0.183,0.183
2/22/2016,0.176,0.176
2/19/2016,0.202,0.202
2/18/2016,0.218,0.218
2/17/2016,0.269,0.269
2/16/2016,0.266,0.266
2/15/2016,0.237,0.237
2/12/2016,0.261,0.261
2/11/2016,0.188,0.188
2/10/2016,0.242,0.242
2/9/2016,0.233,0.233
2/8/2016,0.218,0.218
2/5/2016,0.296,0.296
2/4/2016,0.303,0.303
2/3/2016,0.275,0.275
2/2/2016,0.307,0.307
2/1/2016,0.351,0.351
1/29/2016,0.325,0.325
1/28/2016,0.404,0.404
1/27/2016,0.443,0.443
1/26/2016,0.446,0.446
1/25/2016,0.471,0.471
1/22/2016,0.484,0.484
1/21/2016,0.451,0.451
1/20/2016,0.482,0.482
1/19/2016,0.549,0.549
1/18/2016,0.537,0.537
1/15/2016,0.54,0.54
1/14/2016,0.574,0.574
1/13/2016,0.567,0.567
1/12/2016,0.533,0.533
1/11/2016,0.541,0.541
1/8/2016,0.514,0.514
1/7/2016,0.539,0.539
1/6/2016,0.503,0.503
1/5/2016,0.54,0.54
1/4/2016,0.566,0.566
1/1/2016,0.629,0.629
12/31/2015,0.629,0.629
12/30/2015,0.629,0.629
12/29/2015,0.629,0.629
12/28/2015,0.564,0.564
12/25/2015,0.641,0.641
12/24/2015,0.641,0.641
12/23/2015,0.629,0.629
12/22/2015,0.602,0.602
12/21/2015,0.551,0.551
12/18/2015,0.548,0.548
12/17/2015,0.599,0.599
12/16/2015,0.678,0.678
12/15/2015,0.641,0.641
12/14/2015,0.574,0.574
12/11/2015,0.54,0.54
12/10/2015,0.568,0.568
12/9/2015,0.6,0.6
12/8/2015,0.571,0.571
12/7/2015,0.581,0.581
12/4/2015,0.678,0.678
12/3/2015,0.666,0.666
12/2/2015,0.47,0.47
12/1/2015,0.468,0.468
11/30/2015,0.473,0.473
11/27/2015,0.46,0.46
11/26/2015,0.47,0.47
11/25/2015,0.471,0.471
11/24/2015,0.517,0.517
11/23/2015,0.53,0.53
11/20/2015,0.479,0.479
11/19/2015,0.479,0.479
11/18/2015,0.506,0.506
11/17/2015,0.524,0.524
11/16/2015,0.53,0.53
11/13/2015,0.558,0.558
11/12/2015,0.608,0.608
11/11/2015,0.61,0.61
11/10/2015,0.621,0.621
11/9/2015,0.661,0.661
11/6/2015,0.693,0.693
11/5/2015,0.607,0.607
11/4/2015,0.598,0.598
11/3/2015,0.573,0.573
11/2/2015,0.557,0.557
10/30/2015,0.517,0.517
10/29/2015,0.53,0.53
10/28/2015,0.438,0.438
10/27/2015,0.443,0.443
10/26/2015,0.5,0.5
10/23/2015,0.512,0.512
10/22/2015,0.496,0.496
10/21/2015,0.568,0.568
10/20/2015,0.626,0.626
10/19/2015,0.565,0.565
10/16/2015,0.548,0.548
10/15/2015,0.55,0.55
10/14/2015,0.541,0.541
10/13/2015,0.587,0.587
10/12/2015,0.578,0.578
10/9/2015,0.615,0.615
10/8/2015,0.586,0.586
10/7/2015,0.593,0.593
10/6/2015,0.596,0.596
10/5/2015,0.566,0.566
10/2/2015,0.51,0.51
10/1/2015,0.536,0.536
9/30/2015,0.587,0.587
9/29/2015,0.583,0.583
9/28/2015,0.587,0.587
9/25/2015,0.649,0.649
9/24/2015,0.603,0.603
9/23/2015,0.597,0.597
9/22/2015,0.59,0.59
9/21/2015,0.684,0.684
9/18/2015,0.663,0.663
9/17/2015,0.781,0.781
9/16/2015,0.774,0.774
9/15/2015,0.743,0.743
9/14/2015,0.655,0.655
9/11/2015,0.653,0.653
9/10/2015,0.695,0.695
9/9/2015,0.698,0.698
9/8/2015,0.676,0.676
9/7/2015,0.675,0.675
9/4/2015,0.668,0.668
9/3/2015,0.724,0.724
9/2/2015,0.782,0.782
9/1/2015,0.797,0.797
8/31/2015,0.798,0.798
8/28/2015,0.742,0.742
8/27/2015,0.742,0.742
8/26/2015,0.704,0.704
8/25/2015,0.73,0.73
8/24/2015,0.592,0.592
8/21/2015,0.564,0.564
8/20/2015,0.582,0.582
8/19/2015,0.619,0.619
8/18/2015,0.642,0.642
8/17/2015,0.627,0.627
8/14/2015,0.66,0.66
8/13/2015,0.63,0.63
8/12/2015,0.605,0.605
8/11/2015,0.632,0.632
8/10/2015,0.698,0.698
8/7/2015,0.661,0.661
8/6/2015,0.709,0.709
8/5/2015,0.754,0.754
8/4/2015,0.638,0.638
8/3/2015,0.628,0.628
7/31/2015,0.644,0.644
7/30/2015,0.65,0.65
7/29/2015,0.717,0.717
7/28/2015,0.689,0.689
7/27/2015,0.691,0.691
7/24/2015,0.691,0.691
7/23/2015,0.742,0.742
7/22/2015,0.747,0.747
7/21/2015,0.781,0.781
7/20/2015,0.762,0.762
7/17/2015,0.788,0.788
7/16/2015,0.833,0.833
7/15/2015,0.828,0.828
7/14/2015,0.837,0.837
7/13/2015,0.855,0.855
7/10/2015,0.898,0.898
7/9/2015,0.719,0.719
7/8/2015,0.671,0.671
7/7/2015,0.643,0.643
7/6/2015,0.764,0.764
7/3/2015,0.791,0.791
7/2/2015,0.845,0.845
7/1/2015,0.813,0.813
6/30/2015,0.764,0.764
6/29/2015,0.796,0.796
6/26/2015,0.922,0.922
6/25/2015,0.862,0.862
6/24/2015,0.844,0.844
6/23/2015,0.872,0.872
6/22/2015,0.884,0.884
6/19/2015,0.752,0.752
6/18/2015,0.808,0.808
6/17/2015,0.808,0.808
6/16/2015,0.798,0.798
6/15/2015,0.825,0.825
6/12/2015,0.834,0.834
6/11/2015,0.884,0.884
6/10/2015,0.981,0.981
6/9/2015,0.95,0.95
6/8/2015,0.879,0.879
6/5/2015,0.844,0.844
6/4/2015,0.838,0.838
6/3/2015,0.882,0.882
6/2/2015,0.714,0.714
6/1/2015,0.541,0.541
5/29/2015,0.487,0.487
5/28/2015,0.53,0.53
5/27/2015,0.554,0.554
5/26/2015,0.547,0.547
5/25/2015,0.606,0.606
5/22/2015,0.604,0.604
5/21/2015,0.64,0.64
5/20/2015,0.632,0.632
5/19/2015,0.595,0.595
5/18/2015,0.649,0.649
5/15/2015,0.624,0.624
5/14/2015,0.702,0.702
5/13/2015,0.724,0.724
5/12/2015,0.675,0.675
5/11/2015,0.61,0.61
5/8/2015,0.547,0.547
5/7/2015,0.59,0.59
5/6/2015,0.586,0.586
5/5/2015,0.516,0.516
5/4/2015,0.453,0.453
5/1/2015,0.373,0.373
4/30/2015,0.366,0.366
4/29/2015,0.285,0.285
4/28/2015,0.163,0.163
4/27/2015,0.162,0.162
4/24/2015,0.155,0.155
4/23/2015,0.165,0.165
4/22/2015,0.165,0.165
4/21/2015,0.101,0.101
4/20/2015,0.075,0.075
4/17/2015,0.078,0.078
4/16/2015,0.085,0.085
4/15/2015,0.107,0.107
4/14/2015,0.138,0.138
4/13/2015,0.157,0.157
4/10/2015,0.155,0.155
4/9/2015,0.16,0.16
4/8/2015,0.163,0.163
4/7/2015,0.186,0.186
4/6/2015,0.194,0.194
4/3/2015,0.194,0.194
4/2/2015,0.194,0.194
4/1/2015,0.167,0.167
3/31/2015,0.18,0.18
3/30/2015,0.206,0.206
3/27/2015,0.207,0.207
3/26/2015,0.215,0.215
3/25/2015,0.22,0.22
3/24/2015,0.235,0.235
3/23/2015,0.224,0.224
3/20/2015,0.184,0.184
3/19/2015,0.187,0.187
3/18/2015,0.197,0.197
3/17/2015,0.282,0.282
3/16/2015,0.279,0.279
3/13/2015,0.257,0.257
3/12/2015,0.248,0.248
3/11/2015,0.209,0.209
3/10/2015,0.234,0.234
3/9/2015,0.312,0.312
3/6/2015,0.393,0.393
3/5/2015,0.348,0.348
3/4/2015,0.383,0.383
3/3/2015,0.362,0.362
3/2/2015,0.356,0.356
2/27/2015,0.328,0.328
2/26/2015,0.298,0.298
2/25/2015,0.325,0.325
2/24/2015,0.375,0.375
2/23/2015,0.365,0.365
2/20/2015,0.367,0.367
2/19/2015,0.38,0.38
2/18/2015,0.381,0.381
2/17/2015,0.372,0.372
2/16/2015,0.334,0.334
2/13/2015,0.342,0.342
2/12/2015,0.319,0.319
2/11/2015,0.355,0.355
2/10/2015,0.37,0.37
2/9/2015,0.355,0.355
2/6/2015,0.375,0.375
2/5/2015,0.366,0.366
2/4/2015,0.367,0.367
2/3/2015,0.346,0.346
2/2/2015,0.313,0.313
1/30/2015,0.302,0.302
1/29/2015,0.359,0.359
1/28/2015,0.353,0.353
1/27/2015,0.383,0.383
1/26/2015,0.395,0.395
1/23/2015,0.362,0.362
1/22/2015,0.447,0.447
1/21/2015,0.524,0.524
1/20/2015,0.449,0.449
1/19/2015,0.439,0.439
1/16/2015,0.454,0.454
1/15/2015,0.474,0.474
1/14/2015,0.424,0.424
1/13/2015,0.477,0.477
1/12/2015,0.478,0.478
1/9/2015,0.492,0.492
1/8/2015,0.51,0.51
1/7/2015,0.484,0.484
1/6/2015,0.446,0.446
1/5/2015,0.517,0.517
1/2/2015,0.498,0.498
1/1/2015,0.541,0.541
12/31/2014,0.541,0.541
12/30/2014,0.54,0.54
12/29/2014,0.544,0.544
12/26/2014,0.589,0.589
12/25/2014,0.589,0.589
12/24/2014,0.589,0.589
12/23/2014,0.592,0.592
12/22/2014,0.601,0.601
12/19/2014,0.592,0.592
12/18/2014,0.617,0.617
12/17/2014,0.592,0.592
12/16/2014,0.596,0.596
12/15/2014,0.623,0.623
12/12/2014,0.624,0.624
12/11/2014,0.677,0.677
12/10/2014,0.681,0.681
12/9/2014,0.685,0.685
12/8/2014,0.713,0.713
12/5/2014,0.78,0.78
12/4/2014,0.773,0.773
12/3/2014,0.748,0.748
12/2/2014,0.741,0.741
12/1/2014,0.728,0.728
11/28/2014,0.7,0.7
11/27/2014,0.7,0.7
11/26/2014,0.735,0.735
11/25/2014,0.748,0.748
11/24/2014,0.781,0.781
11/21/2014,0.77,0.77
11/20/2014,0.799,0.799
11/19/2014,0.848,0.848
11/18/2014,0.797,0.797
11/17/2014,0.802,0.802
11/14/2014,0.785,0.785
11/13/2014,0.799,0.799
11/12/2014,0.81,0.81
11/11/2014,0.826,0.826
11/10/2014,0.834,0.834
11/7/2014,0.817,0.817
11/6/2014,0.828,0.828
11/5/2014,0.827,0.827
11/4/2014,0.807,0.807
11/3/2014,0.853,0.853
10/31/2014,0.841,0.841
10/30/2014,0.845,0.845
10/29/2014,0.898,0.898
10/28/2014,0.877,0.877
10/27/2014,0.868,0.868
10/24/2014,0.892,0.892
10/23/2014,0.902,0.902
10/22/2014,0.871,0.871
10/21/2014,0.871,0.871
10/20/2014,0.849,0.849
10/17/2014,0.859,0.859
10/16/2014,0.82,0.82
10/15/2014,0.756,0.756
10/14/2014,0.838,0.838
10/13/2014,0.895,0.895
10/10/2014,0.887,0.887
10/9/2014,0.906,0.906
10/8/2014,0.907,0.907
10/7/2014,0.906,0.906
10/6/2014,0.906,0.906
10/3/2014,0.925,0.925
10/2/2014,0.902,0.902
10/1/2014,0.901,0.901
9/30/2014,0.947,0.947
9/29/2014,0.964,0.964
9/26/2014,0.972,0.972
9/25/2014,0.973,0.973
9/24/2014,1.004,1.004
9/23/2014,1.013,1.013
9/22/2014,1.01,1.01
9/19/2014,1.043,1.043
9/18/2014,1.081,1.081
9/17/2014,1.05,1.05
9/16/2014,1.061,1.061
9/15/2014,1.067,1.067
9/12/2014,1.082,1.082
9/11/2014,1.041,1.041
9/10/2014,1.047,1.047
9/9/2014,0.996,0.996
9/8/2014,0.953,0.953
9/5/2014,0.928,0.928
9/4/2014,0.97,0.97
9/3/2014,0.955,0.955
9/2/2014,0.931,0.931
9/1/2014,0.882,0.882
8/29/2014,0.89,0.89
8/28/2014,0.883,0.883
8/27/2014,0.91,0.91
8/26/2014,0.939,0.939
8/25/2014,0.948,0.948
8/22/2014,0.982,0.982
8/21/2014,0.993,0.993
8/20/2014,0.99,0.99
8/19/2014,1.001,1.001
8/18/2014,1.014,1.014
8/15/2014,0.953,0.953
8/14/2014,1.017,1.017
8/13/2014,1.027,1.027
8/12/2014,1.059,1.059
8/11/2014,1.059,1.059
8/8/2014,1.053,1.053
8/7/2014,1.062,1.062
8/6/2014,1.101,1.101
8/5/2014,1.167,1.167
8/4/2014,1.135,1.135
8/1/2014,1.131,1.131
7/31/2014,1.155,1.155
7/30/2014,1.17,1.17
7/29/2014,1.12,1.12
7/28/2014,1.148,1.148
7/25/2014,1.147,1.147
7/24/2014,1.177,1.177
7/23/2014,1.146,1.146
7/22/2014,1.166,1.166
7/21/2014,1.148,1.148
7/18/2014,1.155,1.155
7/17/2014,1.149,1.149
7/16/2014,1.191,1.191
7/15/2014,1.204,1.204
7/14/2014,1.209,1.209
7/11/2014,1.203,1.203
7/10/2014,1.198,1.198
7/9/2014,1.228,1.228
7/8/2014,1.219,1.219
7/7/2014,1.256,1.256
7/4/2014,1.265,1.265
7/3/2014,1.289,1.289
7/2/2014,1.287,1.287
7/1/2014,1.247,1.247
6/30/2014,1.245,1.245
6/27/2014,1.262,1.262
6/26/2014,1.245,1.245
6/25/2014,1.261,1.261
6/24/2014,1.32,1.32
6/23/2014,1.322,1.322
6/20/2014,1.343,1.343
6/19/2014,1.321,1.321
6/18/2014,1.375,1.375
6/17/2014,1.4,1.4
6/16/2014,1.354,1.354
6/13/2014,1.363,1.363
6/12/2014,1.387,1.387
6/11/2014,1.397,1.397
6/10/2014,1.404,1.404
6/9/2014,1.379,1.379
6/6/2014,1.353,1.353
6/5/2014,1.405,1.405
6/4/2014,1.433,1.433
6/3/2014,1.408,1.408
6/2/2014,1.369,1.369
5/30/2014,1.358,1.358
5/29/2014,1.354,1.354
5/28/2014,1.338,1.338
5/27/2014,1.389,1.389
5/26/2014,1.417,1.417
5/23/2014,1.413,1.413
5/22/2014,1.408,1.408
5/21/2014,1.424,1.424
5/20/2014,1.351,1.351
5/19/2014,1.343,1.343
5/16/2014,1.33,1.33
5/15/2014,1.306,1.306
5/14/2014,1.369,1.369
5/13/2014,1.421,1.421
5/12/2014,1.464,1.464
5/9/2014,1.455,1.455
5/8/2014,1.446,1.446
5/7/2014,1.473,1.473
5/6/2014,1.46,1.46
5/5/2014,1.458,1.458
5/2/2014,1.449,1.449
5/1/2014,1.469,1.469
4/30/2014,1.469,1.469
4/29/2014,1.499,1.499
4/28/2014,1.497,1.497
4/25/2014,1.484,1.484
4/24/2014,1.529,1.529
4/23/2014,1.522,1.522
4/22/2014,1.534,1.534
4/21/2014,1.515,1.515
4/18/2014,1.515,1.515
4/17/2014,1.515,1.515
4/16/2014,1.485,1.485
4/15/2014,1.472,1.472
4/14/2014,1.526,1.526
4/11/2014,1.504,1.504
4/10/2014,1.52,1.52
4/9/2014,1.575,1.575
4/8/2014,1.557,1.557
4/7/2014,1.539,1.539
4/4/2014,1.553,1.553
4/3/2014,1.603,1.603
4/2/2014,1.616,1.616
4/1/2014,1.573,1.573
3/31/2014,1.566,1.566
3/28/2014,1.548,1.548
3/27/2014,1.536,1.536
3/26/2014,1.568,1.568
3/25/2014,1.577,1.577
3/24/2014,1.578,1.578
3/21/2014,1.631,1.631
3/20/2014,1.646,1.646
3/19/2014,1.599,1.599
3/18/2014,1.567,1.567
3/17/2014,1.567,1.567
3/14/2014,1.546,1.546
3/13/2014,1.541,1.541
3/12/2014,1.596,1.596
3/11/2014,1.638,1.638
3/10/2014,1.625,1.625
3/7/2014,1.653,1.653
3/6/2014,1.647,1.647
3/5/2014,1.605,1.605
3/4/2014,1.598,1.598
3/3/2014,1.551,1.551
2/28/2014,1.624,1.624
2/27/2014,1.562,1.562
2/26/2014,1.617,1.617
2/25/2014,1.646,1.646
2/24/2014,1.68,1.68
2/21/2014,1.662,1.662
2/20/2014,1.69,1.69
2/19/2014,1.661,1.661
2/18/2014,1.667,1.667
2/17/2014,1.684,1.684
2/14/2014,1.679,1.679
2/13/2014,1.667,1.667
2/12/2014,1.715,1.715
2/11/2014,1.686,1.686
2/10/2014,1.68,1.68
2/7/2014,1.661,1.661
2/6/2014,1.696,1.696
2/5/2014,1.636,1.636
2/4/2014,1.65,1.65
2/3/2014,1.644,1.644
1/31/2014,1.659,1.659
1/30/2014,1.715,1.715
1/29/2014,1.742,1.742
1/28/2014,1.677,1.677
1/27/2014,1.665,1.665
1/24/2014,1.658,1.658
1/23/2014,1.709,1.709
1/22/2014,1.757,1.757
1/21/2014,1.738,1.738
1/20/2014,1.741,1.741
1/17/2014,1.753,1.753
1/16/2014,1.779,1.779
1/15/2014,1.825,1.825
1/14/2014,1.814,1.814
1/13/2014,1.817,1.817
1/10/2014,1.843,1.843
1/9/2014,1.915,1.915
1/8/2014,1.904,1.904
1/7/2014,1.886,1.886
1/6/2014,1.907,1.907
1/3/2014,1.944,1.944
1/2/2014,1.941,1.941
1/1/2014,1.929,1.929
12/31/2013,1.929,1.929
12/30/2013,1.93,1.93
12/27/2013,1.956,1.956
12/26/2013,1.892,1.892
12/25/2013,1.892,1.892
12/24/2013,1.892,1.892
12/23/2013,1.882,1.882
12/20/2013,1.87,1.87
12/19/2013,1.871,1.871
12/18/2013,1.847,1.847
12/17/2013,1.827,1.827
12/16/2013,1.835,1.835
12/13/2013,1.828,1.828
12/12/2013,1.839,1.839
12/11/2013,1.814,1.814
12/10/2013,1.835,1.835
12/9/2013,1.839,1.839
12/6/2013,1.842,1.842
12/5/2013,1.861,1.861
12/4/2013,1.814,1.814
12/3/2013,1.725,1.725
12/2/2013,1.744,1.744
11/29/2013,1.693,1.693
11/28/2013,1.695,1.695
11/27/2013,1.717,1.717
11/26/2013,1.687,1.687
11/25/2013,1.722,1.722
11/22/2013,1.746,1.746
11/21/2013,1.741,1.741
11/20/2013,1.714,1.714
11/19/2013,1.719,1.719
11/18/2013,1.681,1.681
11/15/2013,1.706,1.706
11/14/2013,1.701,1.701
11/13/2013,1.735,1.735
11/12/2013,1.789,1.789
11/11/2013,1.754,1.754
11/8/2013,1.757,1.757
11/7/2013,1.684,1.684
11/6/2013,1.741,1.741
11/5/2013,1.743,1.743
11/4/2013,1.677,1.677
11/1/2013,1.691,1.691
10/31/2013,1.674,1.674
10/30/2013,1.688,1.688
10/29/2013,1.741,1.741
10/28/2013,1.749,1.749
10/25/2013,1.755,1.755
10/24/2013,1.765,1.765
10/23/2013,1.766,1.766
10/22/2013,1.796,1.796
10/21/2013,1.848,1.848
10/18/2013,1.831,1.831
10/17/2013,1.867,1.867
10/16/2013,1.929,1.929
10/15/2013,1.914,1.914
10/14/2013,1.859,1.859
10/11/2013,1.864,1.864
10/10/2013,1.869,1.869
10/9/2013,1.812,1.812
10/8/2013,1.811,1.811
10/7/2013,1.803,1.803
10/4/2013,1.841,1.841
10/3/2013,1.793,1.793
10/2/2013,1.811,1.811
10/1/2013,1.804,1.804
9/30/2013,1.779,1.779
9/27/2013,1.778,1.778
9/26/2013,1.83,1.83
9/25/2013,1.822,1.822
9/24/2013,1.845,1.845
9/23/2013,1.917,1.917
9/20/2013,1.943,1.943
9/19/2013,1.921,1.921
9/18/2013,2,2
9/17/2013,1.963,1.963
9/16/2013,1.937,1.937
9/13/2013,1.976,1.976
9/12/2013,2,2
9/11/2013,2.045,2.045
9/10/2013,2.027,2.027
9/9/2013,1.96,1.96
9/6/2013,1.95,1.95
9/5/2013,2.042,2.042
9/4/2013,1.941,1.941
9/3/2013,1.941,1.941
9/2/2013,1.904,1.904
8/30/2013,1.856,1.856
8/29/2013,1.855,1.855
8/28/2013,1.876,1.876
8/27/2013,1.847,1.847
8/26/2013,1.894,1.894
8/23/2013,1.935,1.935
8/22/2013,1.92,1.92
8/21/2013,1.871,1.871
8/20/2013,1.841,1.841
8/19/2013,1.897,1.897
8/16/2013,1.881,1.881
8/15/2013,1.883,1.883
8/14/2013,1.822,1.822
8/13/2013,1.808,1.808
8/12/2013,1.702,1.702
8/9/2013,1.68,1.68
8/8/2013,1.686,1.686
8/7/2013,1.687,1.687
8/6/2013,1.702,1.702
8/5/2013,1.687,1.687
8/2/2013,1.651,1.651
8/1/2013,1.667,1.667
7/31/2013,1.67,1.67
7/30/2013,1.668,1.668
7/29/2013,1.664,1.664
7/26/2013,1.665,1.665
7/25/2013,1.671,1.671
7/24/2013,1.646,1.646
7/23/2013,1.551,1.551
7/22/2013,1.515,1.515
7/19/2013,1.519,1.519
7/18/2013,1.519,1.519
7/17/2013,1.542,1.542
7/16/2013,1.55,1.55
7/15/2013,1.578,1.578
