Security,LP06TREU Index,
5/2/2018,230.1242,#N/A N/A
5/1/2018,230.3474,#N/A N/A
4/30/2018,230.5342,#N/A N/A
4/27/2018,230.4884,#N/A N/A
4/26/2018,230.4536,#N/A N/A
4/25/2018,229.7795,#N/A N/A
4/24/2018,229.8014,#N/A N/A
4/23/2018,229.7955,#N/A N/A
4/20/2018,230.1661,#N/A N/A
4/19/2018,230.4473,#N/A N/A
4/18/2018,231.3202,#N/A N/A
4/17/2018,231.6379,#N/A N/A
4/16/2018,231.3218,#N/A N/A
4/13/2018,231.4226,#N/A N/A
4/12/2018,231.3137,#N/A N/A
4/11/2018,231.388,#N/A N/A
4/10/2018,231.0282,#N/A N/A
4/9/2018,231.3499,#N/A N/A
4/6/2018,231.5029,#N/A N/A
4/5/2018,231.1403,#N/A N/A
4/4/2018,231.6425,#N/A N/A
4/3/2018,231.5191,#N/A N/A
4/2/2018,231.6064,#N/A N/A
3/30/2018,231.5436,#N/A N/A
3/29/2018,231.5436,#N/A N/A
3/28/2018,231.3484,#N/A N/A
3/27/2018,231.1553,#N/A N/A
3/26/2018,230.854,#N/A N/A
3/23/2018,230.9584,#N/A N/A
3/22/2018,231.1877,#N/A N/A
3/21/2018,230.251,#N/A N/A
3/20/2018,230.3701,#N/A N/A
3/19/2018,230.2553,#N/A N/A
3/16/2018,230.0312,#N/A N/A
3/15/2018,229.9041,#N/A N/A
3/14/2018,229.6545,#N/A N/A
3/13/2018,229.2535,#N/A N/A
3/12/2018,229.0595,#N/A N/A
3/9/2018,228.7532,#N/A N/A
3/8/2018,228.9445,#N/A N/A
3/7/2018,228.4926,#N/A N/A
3/6/2018,228.1659,#N/A N/A
3/5/2018,228.6635,#N/A N/A
3/2/2018,228.6402,#N/A N/A
3/1/2018,228.9782,#N/A N/A
2/28/2018,228.7993,#N/A N/A
2/27/2018,228.5963,#N/A N/A
2/26/2018,228.8394,#N/A N/A
2/23/2018,228.6786,#N/A N/A
2/22/2018,228.0983,#N/A N/A
2/21/2018,228.1887,#N/A N/A
2/20/2018,228.0503,#N/A N/A
2/19/2018,227.7951,#N/A N/A
2/16/2018,228.114,#N/A N/A
2/15/2018,227.3062,#N/A N/A
2/14/2018,227.4207,#N/A N/A
2/13/2018,227.4446,#N/A N/A
2/12/2018,227.8265,#N/A N/A
2/9/2018,227.8875,#N/A N/A
2/8/2018,228.2546,#N/A N/A
2/7/2018,228.4487,#N/A N/A
2/6/2018,228.5504,#N/A N/A
2/5/2018,228.0819,#N/A N/A
2/2/2018,228.2425,#N/A N/A
2/1/2018,229.0283,#N/A N/A
1/31/2018,229.0542,#N/A N/A
1/30/2018,228.9015,#N/A N/A
1/29/2018,228.8985,#N/A N/A
1/26/2018,229.474,#N/A N/A
1/25/2018,229.749,#N/A N/A
1/24/2018,230.0983,#N/A N/A
1/23/2018,230.1826,#N/A N/A
1/22/2018,230.0621,#N/A N/A
1/19/2018,229.7096,#N/A N/A
1/18/2018,229.6749,#N/A N/A
1/17/2018,229.769,#N/A N/A
1/16/2018,229.5776,#N/A N/A
1/15/2018,229.1182,#N/A N/A
1/12/2018,229.1757,#N/A N/A
1/11/2018,228.9678,#N/A N/A
1/10/2018,229.6511,#N/A N/A
1/9/2018,229.9939,#N/A N/A
1/8/2018,230.5895,#N/A N/A
1/5/2018,230.0951,#N/A N/A
1/4/2018,229.8249,#N/A N/A
1/3/2018,229.7954,#N/A N/A
1/2/2018,229.3605,#N/A N/A
12/29/2017,230.0715,#N/A N/A
12/28/2017,230.1899,#N/A N/A
12/27/2017,230.7147,#N/A N/A
12/22/2017,230.3404,#N/A N/A
12/21/2017,230.0754,#N/A N/A
12/20/2017,230.1589,#N/A N/A
12/19/2017,230.8858,#N/A N/A
12/18/2017,231.9927,#N/A N/A
12/15/2017,231.8128,#N/A N/A
12/14/2017,231.9354,#N/A N/A
12/13/2017,231.6193,#N/A N/A
12/12/2017,231.7309,#N/A N/A
12/11/2017,231.9432,#N/A N/A
12/8/2017,231.8507,#N/A N/A
12/7/2017,231.9503,#N/A N/A
12/6/2017,231.9089,#N/A N/A
12/5/2017,231.6532,#N/A N/A
12/4/2017,231.4263,#N/A N/A
12/1/2017,231.8398,#N/A N/A
11/30/2017,230.7807,#N/A N/A
11/29/2017,230.3832,#N/A N/A
11/28/2017,230.5237,#N/A N/A
11/27/2017,230.6303,#N/A N/A
11/24/2017,230.442,#N/A N/A
11/23/2017,230.7688,#N/A N/A
11/22/2017,230.8437,#N/A N/A
11/21/2017,230.8719,#N/A N/A
11/20/2017,230.5346,#N/A N/A
11/17/2017,229.9554,#N/A N/A
11/16/2017,229.8454,#N/A N/A
11/15/2017,229.6679,#N/A N/A
11/14/2017,229.554,#N/A N/A
11/13/2017,229.6955,#N/A N/A
11/10/2017,229.9842,#N/A N/A
11/9/2017,230.368,#N/A N/A
11/8/2017,231.3537,#N/A N/A
11/7/2017,231.4281,#N/A N/A
11/6/2017,230.9829,#N/A N/A
11/3/2017,230.4025,#N/A N/A
11/2/2017,230.2253,#N/A N/A
11/1/2017,230.6971,#N/A N/A
10/31/2017,230.6486,#N/A N/A
10/30/2017,230.3313,#N/A N/A
10/27/2017,229.6947,#N/A N/A
10/26/2017,228.8862,#N/A N/A
10/25/2017,228.3452,#N/A N/A
10/24/2017,228.3747,#N/A N/A
10/23/2017,229.1695,#N/A N/A
10/20/2017,228.6757,#N/A N/A
10/19/2017,229.222,#N/A N/A
10/18/2017,229.2175,#N/A N/A
10/17/2017,229.7219,#N/A N/A
10/16/2017,229.5619,#N/A N/A
10/13/2017,229.052,#N/A N/A
10/12/2017,228.1046,#N/A N/A
10/11/2017,227.9947,#N/A N/A
10/10/2017,228.2169,#N/A N/A
10/9/2017,228.2593,#N/A N/A
10/6/2017,227.7545,#N/A N/A
10/5/2017,228.0899,#N/A N/A
10/4/2017,228.3237,#N/A N/A
10/3/2017,228.3079,#N/A N/A
10/2/2017,228.6849,#N/A N/A
9/29/2017,228.6245,#N/A N/A
9/28/2017,228.5667,#N/A N/A
9/27/2017,228.6551,#N/A N/A
9/26/2017,229.2119,#N/A N/A
9/25/2017,229.2106,#N/A N/A
9/22/2017,228.4312,#N/A N/A
9/21/2017,228.6173,#N/A N/A
9/20/2017,228.745,#N/A N/A
9/19/2017,228.5566,#N/A N/A
9/18/2017,228.6149,#N/A N/A
9/15/2017,228.7679,#N/A N/A
9/14/2017,228.8631,#N/A N/A
9/13/2017,228.7355,#N/A N/A
9/12/2017,228.8144,#N/A N/A
9/11/2017,229.4863,#N/A N/A
9/8/2017,229.6468,#N/A N/A
9/7/2017,229.834,#N/A N/A
9/6/2017,229.3477,#N/A N/A
9/5/2017,229.3583,#N/A N/A
9/4/2017,228.6625,#N/A N/A
9/1/2017,228.6253,#N/A N/A
8/31/2017,228.6872,#N/A N/A
8/30/2017,228.5886,#N/A N/A
8/29/2017,228.646,#N/A N/A
8/25/2017,228.3267,#N/A N/A
8/24/2017,228.2996,#N/A N/A
8/23/2017,228.3288,#N/A N/A
8/22/2017,228.3475,#N/A N/A
8/21/2017,228.6371,#N/A N/A
8/18/2017,228.5929,#N/A N/A
8/17/2017,228.4108,#N/A N/A
8/16/2017,228.3278,#N/A N/A
8/15/2017,228.3674,#N/A N/A
8/14/2017,228.8521,#N/A N/A
8/11/2017,228.9549,#N/A N/A
8/10/2017,228.9552,#N/A N/A
8/9/2017,228.8465,#N/A N/A
8/8/2017,228.1832,#N/A N/A
8/7/2017,228.3464,#N/A N/A
8/4/2017,228.2807,#N/A N/A
8/3/2017,228.3329,#N/A N/A
8/2/2017,228.1398,#N/A N/A
8/1/2017,228.3928,#N/A N/A
7/31/2017,227.6122,#N/A N/A
7/28/2017,227.4789,#N/A N/A
7/27/2017,227.9091,#N/A N/A
7/26/2017,227.6588,#N/A N/A
7/25/2017,227.3956,#N/A N/A
7/24/2017,228.3224,#N/A N/A
7/21/2017,228.0153,#N/A N/A
7/20/2017,227.6061,#N/A N/A
7/19/2017,228.1904,#N/A N/A
7/18/2017,227.5401,#N/A N/A
7/17/2017,227.5907,#N/A N/A
7/14/2017,227.3023,#N/A N/A
7/13/2017,226.9934,#N/A N/A
7/12/2017,227.1214,#N/A N/A
7/11/2017,226.3044,#N/A N/A
7/10/2017,226.7756,#N/A N/A
7/7/2017,226.2577,#N/A N/A
7/6/2017,226.5188,#N/A N/A
7/5/2017,227.9694,#N/A N/A
7/4/2017,227.8869,#N/A N/A
7/3/2017,227.6948,#N/A N/A
6/30/2017,227.8395,#N/A N/A
6/29/2017,227.9549,#N/A N/A
6/28/2017,229.3274,#N/A N/A
6/27/2017,229.4047,#N/A N/A
6/26/2017,230.7595,#N/A N/A
6/23/2017,230.6903,#N/A N/A
6/22/2017,230.7681,#N/A N/A
6/21/2017,230.6892,#N/A N/A
6/20/2017,230.4976,#N/A N/A
6/19/2017,230.4382,#N/A N/A
6/16/2017,230.3302,#N/A N/A
6/15/2017,230.274,#N/A N/A
6/14/2017,230.834,#N/A N/A
6/13/2017,230.1649,#N/A N/A
6/12/2017,230.2199,#N/A N/A
6/9/2017,230.0663,#N/A N/A
6/8/2017,230.4009,#N/A N/A
6/7/2017,230.2012,#N/A N/A
6/6/2017,230.0342,#N/A N/A
6/5/2017,229.6765,#N/A N/A
6/2/2017,229.55,#N/A N/A
6/1/2017,229.5997,#N/A N/A
5/31/2017,229.8947,#N/A N/A
5/30/2017,230.0325,#N/A N/A
5/26/2017,229.681,#N/A N/A
5/25/2017,229.6247,#N/A N/A
5/24/2017,229.3096,#N/A N/A
5/23/2017,229.2687,#N/A N/A
5/22/2017,229.1729,#N/A N/A
5/19/2017,229.593,#N/A N/A
5/18/2017,229.845,#N/A N/A
5/17/2017,229.4895,#N/A N/A
5/16/2017,228.9592,#N/A N/A
5/15/2017,229.1474,#N/A N/A
5/12/2017,229.6559,#N/A N/A
5/11/2017,229.2427,#N/A N/A
5/10/2017,229.6821,#N/A N/A
5/9/2017,229.1696,#N/A N/A
5/8/2017,229.3367,#N/A N/A
5/5/2017,229.3634,#N/A N/A
5/4/2017,229.5012,#N/A N/A
5/3/2017,230.0576,#N/A N/A
5/2/2017,229.9917,#N/A N/A
5/1/2017,230.0512,#N/A N/A
4/28/2017,230.1673,#N/A N/A
4/27/2017,230.2451,#N/A N/A
4/26/2017,229.5484,#N/A N/A
4/25/2017,229.2592,#N/A N/A
4/24/2017,229.8253,#N/A N/A
4/21/2017,230.5749,#N/A N/A
4/20/2017,230.5348,#N/A N/A
4/19/2017,230.8358,#N/A N/A
4/18/2017,231.0169,#N/A N/A
4/13/2017,230.3108,#N/A N/A
4/12/2017,230.1419,#N/A N/A
4/11/2017,230.0599,#N/A N/A
4/10/2017,229.8318,#N/A N/A
4/7/2017,229.7601,#N/A N/A
4/6/2017,229.5733,#N/A N/A
4/5/2017,229.4566,#N/A N/A
4/4/2017,229.506,#N/A N/A
4/3/2017,229.338,#N/A N/A
3/31/2017,228.6826,#N/A N/A
3/30/2017,228.6267,#N/A N/A
3/29/2017,228.1643,#N/A N/A
3/28/2017,227.7022,#N/A N/A
3/27/2017,227.4738,#N/A N/A
3/24/2017,227.3326,#N/A N/A
3/23/2017,227.2198,#N/A N/A
3/22/2017,227.2722,#N/A N/A
3/21/2017,226.4305,#N/A N/A
3/20/2017,226.3441,#N/A N/A
3/17/2017,226.3907,#N/A N/A
3/16/2017,226.3314,#N/A N/A
3/15/2017,226.6772,#N/A N/A
3/14/2017,225.8513,#N/A N/A
3/13/2017,225.7033,#N/A N/A
3/10/2017,225.3577,#N/A N/A
3/9/2017,226.396,#N/A N/A
3/8/2017,226.9114,#N/A N/A
3/7/2017,227.6942,#N/A N/A
3/6/2017,227.6388,#N/A N/A
3/3/2017,227.8973,#N/A N/A
3/2/2017,228.4093,#N/A N/A
3/1/2017,228.6135,#N/A N/A
2/28/2017,229.5085,#N/A N/A
2/27/2017,229.4231,#N/A N/A
2/24/2017,229.5252,#N/A N/A
2/23/2017,228.8065,#N/A N/A
2/22/2017,228.1743,#N/A N/A
2/21/2017,227.8038,#N/A N/A
2/20/2017,227.83,#N/A N/A
2/17/2017,227.6955,#N/A N/A
2/16/2017,227.4923,#N/A N/A
2/15/2017,226.9627,#N/A N/A
2/14/2017,227.2115,#N/A N/A
2/13/2017,227.3854,#N/A N/A
2/10/2017,227.2813,#N/A N/A
2/9/2017,227.8804,#N/A N/A
2/8/2017,227.5421,#N/A N/A
2/7/2017,226.3887,#N/A N/A
2/6/2017,226.0186,#N/A N/A
2/3/2017,226.1163,#N/A N/A
2/2/2017,226.2084,#N/A N/A
2/1/2017,225.9277,#N/A N/A
1/31/2017,226.207,#N/A N/A
1/30/2017,226.1446,#N/A N/A
1/27/2017,226.2177,#N/A N/A
1/26/2017,226.176,#N/A N/A
1/25/2017,226.641,#N/A N/A
1/24/2017,227.2792,#N/A N/A
1/23/2017,227.3272,#N/A N/A
1/20/2017,226.3628,#N/A N/A
1/19/2017,227.1865,#N/A N/A
1/18/2017,227.6816,#N/A N/A
1/17/2017,228.228,#N/A N/A
1/16/2017,227.2241,#N/A N/A
1/13/2017,227.3061,#N/A N/A
1/12/2017,227.9216,#N/A N/A
1/11/2017,227.8639,#N/A N/A
1/10/2017,227.4962,#N/A N/A
1/9/2017,227.4263,#N/A N/A
1/6/2017,227.6589,#N/A N/A
1/5/2017,228.414,#N/A N/A
1/4/2017,228.5183,#N/A N/A
1/3/2017,228.777,#N/A N/A
12/30/2016,229.6183,#N/A N/A
12/29/2016,229.8661,#N/A N/A
12/28/2016,229.7123,#N/A N/A
12/23/2016,229.1113,#N/A N/A
12/22/2016,228.8512,#N/A N/A
12/21/2016,229.3672,#N/A N/A
12/20/2016,229.1043,#N/A N/A
12/19/2016,229.0091,#N/A N/A
12/16/2016,228.2953,#N/A N/A
12/15/2016,227.6997,#N/A N/A
12/14/2016,228.7585,#N/A N/A
12/13/2016,227.973,#N/A N/A
12/12/2016,227.0699,#N/A N/A
12/9/2016,227.671,#N/A N/A
12/8/2016,227.3627,#N/A N/A
12/7/2016,227.5738,#N/A N/A
12/6/2016,227.4616,#N/A N/A
12/5/2016,227.5628,#N/A N/A
12/2/2016,228.2133,#N/A N/A
12/1/2016,227.4138,#N/A N/A
11/30/2016,227.9053,#N/A N/A
11/29/2016,228.1736,#N/A N/A
11/28/2016,227.9698,#N/A N/A
11/25/2016,227.5115,#N/A N/A
11/24/2016,227.6174,#N/A N/A
11/23/2016,227.2884,#N/A N/A
11/22/2016,227.9712,#N/A N/A
11/21/2016,227.5528,#N/A N/A
11/18/2016,226.9554,#N/A N/A
11/17/2016,227.3313,#N/A N/A
11/16/2016,227.2432,#N/A N/A
11/15/2016,227.3318,#N/A N/A
11/14/2016,226.5619,#N/A N/A
11/11/2016,227.299,#N/A N/A
11/10/2016,227.6491,#N/A N/A
11/9/2016,229.1762,#N/A N/A
11/8/2016,228.9244,#N/A N/A
11/7/2016,229.2824,#N/A N/A
11/4/2016,229.6358,#N/A N/A
11/3/2016,229.0459,#N/A N/A
11/2/2016,228.963,#N/A N/A
11/1/2016,228.0603,#N/A N/A
10/31/2016,228.849,#N/A N/A
10/28/2016,228.6055,#N/A N/A
10/27/2016,228.9029,#N/A N/A
10/26/2016,230.2392,#N/A N/A
10/25/2016,231.2055,#N/A N/A
10/24/2016,231.2961,#N/A N/A
10/21/2016,231.5076,#N/A N/A
10/20/2016,231.5007,#N/A N/A
10/19/2016,231.1788,#N/A N/A
10/18/2016,231.0559,#N/A N/A
10/17/2016,230.1973,#N/A N/A
10/14/2016,230.3624,#N/A N/A
10/13/2016,230.6313,#N/A N/A
10/12/2016,230.2434,#N/A N/A
10/11/2016,230.7359,#N/A N/A
10/10/2016,230.6132,#N/A N/A
10/7/2016,231.2393,#N/A N/A
10/6/2016,232.3034,#N/A N/A
10/5/2016,232.7306,#N/A N/A
10/4/2016,234.0809,#N/A N/A
10/3/2016,234.3508,#N/A N/A
9/30/2016,234.8297,#N/A N/A
9/29/2016,235.121,#N/A N/A
9/28/2016,235.8113,#N/A N/A
9/27/2016,235.6181,#N/A N/A
9/26/2016,235.0025,#N/A N/A
9/23/2016,234.7188,#N/A N/A
9/22/2016,235.2695,#N/A N/A
9/21/2016,233.7016,#N/A N/A
9/20/2016,233.8234,#N/A N/A
9/19/2016,233.3646,#N/A N/A
9/16/2016,233.5958,#N/A N/A
9/15/2016,233.3617,#N/A N/A
9/14/2016,233.5599,#N/A N/A
9/13/2016,233.5737,#N/A N/A
9/12/2016,234.2307,#N/A N/A
9/9/2016,234.2884,#N/A N/A
9/8/2016,235.7488,#N/A N/A
9/7/2016,237.1288,#N/A N/A
9/6/2016,237.1008,#N/A N/A
9/5/2016,236.2391,#N/A N/A
9/2/2016,235.7808,#N/A N/A
9/1/2016,236.1219,#N/A N/A
8/31/2016,236.0891,#N/A N/A
8/30/2016,236.3869,#N/A N/A
8/26/2016,236.3497,#N/A N/A
8/25/2016,236.0268,#N/A N/A
8/24/2016,236.4498,#N/A N/A
8/23/2016,236.1071,#N/A N/A
8/22/2016,235.7294,#N/A N/A
8/19/2016,234.9263,#N/A N/A
8/18/2016,235.8713,#N/A N/A
8/17/2016,235.1497,#N/A N/A
8/16/2016,234.8866,#N/A N/A
8/15/2016,235.4943,#N/A N/A
8/12/2016,236.1622,#N/A N/A
8/11/2016,236.3388,#N/A N/A
8/10/2016,236.4662,#N/A N/A
8/9/2016,235.9062,#N/A N/A
8/8/2016,235.7041,#N/A N/A
8/5/2016,235.5046,#N/A N/A
8/4/2016,235.6139,#N/A N/A
8/3/2016,234.692,#N/A N/A
8/2/2016,234.4055,#N/A N/A
8/1/2016,235.1094,#N/A N/A
7/29/2016,235.602,#N/A N/A
7/28/2016,234.8607,#N/A N/A
7/27/2016,235.1192,#N/A N/A
7/26/2016,234.1919,#N/A N/A
7/25/2016,234.4584,#N/A N/A
7/22/2016,233.9628,#N/A N/A
7/21/2016,234.0203,#N/A N/A
7/20/2016,233.9989,#N/A N/A
7/19/2016,234.0404,#N/A N/A
7/18/2016,234.1549,#N/A N/A
7/15/2016,233.6806,#N/A N/A
7/14/2016,234.5139,#N/A N/A
7/13/2016,234.6764,#N/A N/A
7/12/2016,233.9512,#N/A N/A
7/11/2016,234.085,#N/A N/A
7/8/2016,234.1201,#N/A N/A
7/7/2016,233.3998,#N/A N/A
7/6/2016,233.5312,#N/A N/A
7/5/2016,233.8018,#N/A N/A
7/4/2016,233.8696,#N/A N/A
7/1/2016,233.5937,#N/A N/A
6/30/2016,233.409,#N/A N/A
6/29/2016,233.3923,#N/A N/A
6/28/2016,232.5915,#N/A N/A
6/27/2016,231.7862,#N/A N/A
6/24/2016,231.448,#N/A N/A
6/23/2016,232.672,#N/A N/A
6/22/2016,232.7976,#N/A N/A
6/21/2016,232.9819,#N/A N/A
6/20/2016,232.8743,#N/A N/A
6/17/2016,232.3972,#N/A N/A
6/16/2016,232.5148,#N/A N/A
6/15/2016,232.5758,#N/A N/A
6/14/2016,232.2642,#N/A N/A
6/13/2016,232.0195,#N/A N/A
6/10/2016,232.5302,#N/A N/A
6/9/2016,232.6418,#N/A N/A
6/8/2016,232.2747,#N/A N/A
6/7/2016,232.1602,#N/A N/A
6/6/2016,231.391,#N/A N/A
6/3/2016,231.83,#N/A N/A
6/2/2016,231.5647,#N/A N/A
6/1/2016,231.202,#N/A N/A
5/31/2016,231.3997,#N/A N/A
5/27/2016,231.5168,#N/A N/A
5/26/2016,231.5566,#N/A N/A
5/25/2016,231.62,#N/A N/A
5/24/2016,230.6273,#N/A N/A
5/23/2016,229.8564,#N/A N/A
5/20/2016,229.9532,#N/A N/A
5/19/2016,230.3315,#N/A N/A
5/18/2016,230.1963,#N/A N/A
5/17/2016,230.2227,#N/A N/A
5/16/2016,229.7695,#N/A N/A
5/13/2016,229.8908,#N/A N/A
5/12/2016,229.5883,#N/A N/A
5/11/2016,229.735,#N/A N/A
5/10/2016,229.8787,#N/A N/A
5/9/2016,229.5163,#N/A N/A
5/6/2016,229.3858,#N/A N/A
5/5/2016,229.3481,#N/A N/A
5/4/2016,228.7,#N/A N/A
5/3/2016,228.9653,#N/A N/A
4/29/2016,228.4347,#N/A N/A
4/28/2016,228.9608,#N/A N/A
4/27/2016,228.4651,#N/A N/A
4/26/2016,228.4235,#N/A N/A
4/25/2016,228.7945,#N/A N/A
4/22/2016,228.9276,#N/A N/A
4/21/2016,228.6201,#N/A N/A
4/20/2016,229.6538,#N/A N/A
4/19/2016,229.0427,#N/A N/A
4/18/2016,229.2134,#N/A N/A
4/15/2016,229.4093,#N/A N/A
4/14/2016,229.141,#N/A N/A
4/13/2016,229.5187,#N/A N/A
4/12/2016,228.7182,#N/A N/A
4/11/2016,229.1578,#N/A N/A
4/8/2016,229.1533,#N/A N/A
4/7/2016,229.2805,#N/A N/A
4/6/2016,229.1504,#N/A N/A
4/5/2016,229.5054,#N/A N/A
4/4/2016,229.5567,#N/A N/A
4/1/2016,229.2642,#N/A N/A
3/31/2016,229.5109,#N/A N/A
3/30/2016,229.6332,#N/A N/A
3/29/2016,229.8856,#N/A N/A
3/24/2016,228.9344,#N/A N/A
3/23/2016,228.8087,#N/A N/A
3/22/2016,228.9048,#N/A N/A
3/21/2016,229.1575,#N/A N/A
3/18/2016,229.3191,#N/A N/A
3/17/2016,228.9841,#N/A N/A
3/16/2016,227.9532,#N/A N/A
3/15/2016,227.791,#N/A N/A
3/14/2016,228.6289,#N/A N/A
3/11/2016,228.2232,#N/A N/A
3/10/2016,227.297,#N/A N/A
3/9/2016,228.2738,#N/A N/A
3/8/2016,228.7784,#N/A N/A
3/7/2016,228.2182,#N/A N/A
3/4/2016,227.9631,#N/A N/A
3/3/2016,228.6458,#N/A N/A
3/2/2016,228.4044,#N/A N/A
3/1/2016,228.5528,#N/A N/A
2/29/2016,228.9883,#N/A N/A
2/26/2016,227.6862,#N/A N/A
2/25/2016,227.5729,#N/A N/A
2/24/2016,227.6337,#N/A N/A
2/23/2016,227.6588,#N/A N/A
2/22/2016,227.788,#N/A N/A
2/19/2016,227.4446,#N/A N/A
2/18/2016,227.5537,#N/A N/A
2/17/2016,226.5551,#N/A N/A
2/16/2016,226.6026,#N/A N/A
2/15/2016,227.3046,#N/A N/A
2/12/2016,226.6818,#N/A N/A
2/11/2016,227.0643,#N/A N/A
2/10/2016,227.0738,#N/A N/A
2/9/2016,226.7226,#N/A N/A
2/8/2016,227.3044,#N/A N/A
2/5/2016,227.023,#N/A N/A
2/4/2016,227.2386,#N/A N/A
2/3/2016,228.2528,#N/A N/A
2/2/2016,227.7146,#N/A N/A
2/1/2016,227.4752,#N/A N/A
1/29/2016,227.7599,#N/A N/A
1/28/2016,226.7528,#N/A N/A
1/27/2016,226.3203,#N/A N/A
1/26/2016,226.511,#N/A N/A
1/25/2016,226.065,#N/A N/A
1/22/2016,226.0155,#N/A N/A
1/21/2016,225.6072,#N/A N/A
1/20/2016,225.1841,#N/A N/A
1/19/2016,224.725,#N/A N/A
1/18/2016,225.2344,#N/A N/A
1/15/2016,225.354,#N/A N/A
1/14/2016,225.5729,#N/A N/A
1/13/2016,225.9024,#N/A N/A
1/12/2016,225.4588,#N/A N/A
1/11/2016,225.7746,#N/A N/A
1/8/2016,225.8855,#N/A N/A
1/7/2016,225.858,#N/A N/A
1/6/2016,226.9214,#N/A N/A
1/5/2016,226.5982,#N/A N/A
1/4/2016,226.1321,#N/A N/A
12/31/2015,225.3105,#N/A N/A
12/30/2015,225.288,#N/A N/A
12/29/2015,225.3796,#N/A N/A
12/24/2015,225.4653,#N/A N/A
12/23/2015,225.482,#N/A N/A
12/22/2015,225.5443,#N/A N/A
12/21/2015,226.6159,#N/A N/A
12/18/2015,226.9599,#N/A N/A
12/17/2015,226.4931,#N/A N/A
12/16/2015,225.5282,#N/A N/A
12/15/2015,225.854,#N/A N/A
12/14/2015,226.7719,#N/A N/A
12/11/2015,227.6563,#N/A N/A
12/10/2015,227.4587,#N/A N/A
12/9/2015,227.1187,#N/A N/A
12/8/2015,227.4745,#N/A N/A
12/7/2015,227.5343,#N/A N/A
12/4/2015,226.2136,#N/A N/A
12/3/2015,226.5544,#N/A N/A
12/2/2015,229.845,#N/A N/A
12/1/2015,229.8101,#N/A N/A
11/30/2015,229.6904,#N/A N/A
11/27/2015,229.7691,#N/A N/A
11/26/2015,229.6087,#N/A N/A
11/25/2015,229.3256,#N/A N/A
11/24/2015,228.9162,#N/A N/A
11/23/2015,228.8683,#N/A N/A
11/20/2015,229.306,#N/A N/A
11/19/2015,228.9079,#N/A N/A
11/18/2015,228.6505,#N/A N/A
11/17/2015,228.1958,#N/A N/A
11/16/2015,227.8861,#N/A N/A
11/13/2015,227.4782,#N/A N/A
11/12/2015,226.9529,#N/A N/A
11/11/2015,226.8995,#N/A N/A
11/10/2015,226.57,#N/A N/A
11/9/2015,225.627,#N/A N/A
11/6/2015,225.6537,#N/A N/A
11/5/2015,226.6275,#N/A N/A
11/4/2015,227.1142,#N/A N/A
11/3/2015,226.9565,#N/A N/A
11/2/2015,226.7834,#N/A N/A
10/30/2015,227.3884,#N/A N/A
10/29/2015,227.1943,#N/A N/A
10/28/2015,228.0867,#N/A N/A
10/27/2015,228.0695,#N/A N/A
10/26/2015,227.5051,#N/A N/A
10/23/2015,227.2765,#N/A N/A
10/22/2015,227.0524,#N/A N/A
10/21/2015,225.5682,#N/A N/A
10/20/2015,224.9668,#N/A N/A
10/19/2015,225.6955,#N/A N/A
10/16/2015,225.6032,#N/A N/A
10/15/2015,225.462,#N/A N/A
10/14/2015,225.3512,#N/A N/A
10/13/2015,224.4041,#N/A N/A
10/12/2015,224.9435,#N/A N/A
10/9/2015,224.4278,#N/A N/A
10/8/2015,224.9602,#N/A N/A
10/7/2015,224.9686,#N/A N/A
10/6/2015,224.6359,#N/A N/A
10/5/2015,224.9569,#N/A N/A
10/2/2015,225.4498,#N/A N/A
10/1/2015,225.0443,#N/A N/A
9/30/2015,224.686,#N/A N/A
9/29/2015,224.3854,#N/A N/A
9/28/2015,224.4174,#N/A N/A
9/25/2015,224.0761,#N/A N/A
9/24/2015,224.8081,#N/A N/A
9/23/2015,225.0011,#N/A N/A
9/22/2015,225.6115,#N/A N/A
9/21/2015,224.7658,#N/A N/A
9/18/2015,224.7462,#N/A N/A
9/17/2015,223.3194,#N/A N/A
9/16/2015,223.5094,#N/A N/A
9/15/2015,223.4997,#N/A N/A
9/14/2015,224.3068,#N/A N/A
9/11/2015,224.476,#N/A N/A
9/10/2015,224.5296,#N/A N/A
9/9/2015,224.5614,#N/A N/A
9/8/2015,224.649,#N/A N/A
9/7/2015,224.5316,#N/A N/A
9/4/2015,224.586,#N/A N/A
9/3/2015,224.0137,#N/A N/A
9/2/2015,222.9583,#N/A N/A
9/1/2015,222.9118,#N/A N/A
8/31/2015,223.5285,#N/A N/A
8/28/2015,223.8026,#N/A N/A
8/27/2015,223.7375,#N/A N/A
8/26/2015,223.5663,#N/A N/A
8/25/2015,223.8495,#N/A N/A
8/24/2015,224.9857,#N/A N/A
8/21/2015,225.9981,#N/A N/A
8/20/2015,226.417,#N/A N/A
8/19/2015,226.4105,#N/A N/A
8/18/2015,226.4982,#N/A N/A
8/17/2015,226.6141,#N/A N/A
8/14/2015,226.0335,#N/A N/A
8/13/2015,226.2036,#N/A N/A
8/12/2015,226.551,#N/A N/A
8/11/2015,226.8223,#N/A N/A
8/10/2015,225.9837,#N/A N/A
8/7/2015,226.3458,#N/A N/A
8/6/2015,225.9017,#N/A N/A
8/5/2015,226.014,#N/A N/A
8/4/2015,226.8209,#N/A N/A
8/3/2015,226.9077,#N/A N/A
7/31/2015,226.445,#N/A N/A
7/30/2015,226.4888,#N/A N/A
7/29/2015,225.5995,#N/A N/A
